Year,Day,Hour,Time(s),Receptor name,X(m),Y(m),Z(m),val,Conc|ug/m3|O3|Toutes les sources|-| 1hr,Conc|ug/m3|PM10|Toutes les sources|-| 1hr
 2011,  203,   18,     -999,MI-1                ,  667410.06, 2087538.62,       1.50,  0.790198E+02,  0.759384E+01,  0.187710E+02
 2011,  203,   18,     -999,MI-2                ,  667399.94, 2087542.50,       1.50,  0.716698E+02,  0.886765E+01,  0.162523E+02
 2011,  203,   18,     -999,MI-3                ,  667426.06, 2087532.50,       1.50,  0.676109E+02,  0.122061E+02,  0.161886E+02
 2011,  203,   18,     -999,MI-4                ,  667450.56, 2087639.25,       1.50,  0.723982E+02,  0.845356E+01,  0.158251E+02
 2011,  203,   18,     -999,MI-5                ,  667440.56, 2087643.25,       1.50,  0.660842E+02,  0.944181E+01,  0.136777E+02
 2011,  203,   18,     -999,MI-6                ,  667466.44, 2087632.75,       1.50,  0.589705E+02,  0.134895E+02,  0.124170E+02
 2011,  203,   18,     -999,MI-7                ,  667488.44, 2087746.75,       1.50,  0.679844E+02,  0.119932E+02,  0.152729E+02
 2011,  203,   18,     -999,MI-8                ,  667477.88, 2087749.25,       1.50,  0.604921E+02,  0.138433E+02,  0.129883E+02
 2011,  203,   18,     -999,MI-9                ,  667505.12, 2087742.75,       1.50,  0.526300E+02,  0.192369E+02,  0.119375E+02
 2011,  203,   18,     -999,MI-10               ,  667497.88, 2087817.12,       1.50,  0.678546E+02,  0.119725E+02,  0.151680E+02
 2011,  203,   18,     -999,MI-11               ,  667487.00, 2087817.38,       1.50,  0.591602E+02,  0.147262E+02,  0.127548E+02
 2011,  203,   18,     -999,MI-12               ,  667515.00, 2087816.62,       1.50,  0.536148E+02,  0.187175E+02,  0.120813E+02
 2011,  203,   18,     -999,MI-13               ,  667497.38, 2087865.12,       1.50,  0.678187E+02,  0.119149E+02,  0.151071E+02
 2011,  203,   18,     -999,MI-14               ,  667486.56, 2087864.00,       1.50,  0.585016E+02,  0.151328E+02,  0.126248E+02
 2011,  203,   18,     -999,MI-15               ,  667514.44, 2087867.00,       1.50,  0.548484E+02,  0.178055E+02,  0.121962E+02
 2011,  203,   18,     -999,MI-16               ,  667487.94, 2087906.62,       1.50,  0.673789E+02,  0.117633E+02,  0.148543E+02
 2011,  203,   18,     -999,MI-17               ,  667477.50, 2087903.75,       1.50,  0.574599E+02,  0.156538E+02,  0.123919E+02
 2011,  203,   18,     -999,MI-18               ,  667504.50, 2087911.25,       1.50,  0.572136E+02,  0.161538E+02,  0.124852E+02
 2011,  203,   18,     -999,MI-19               ,  667398.00, 2087487.00,       1.50,  0.502188E+02,  0.245015E+02,  0.128249E+02
 2011,  203,   18,     -999,MI-20               ,  667408.31, 2087483.62,       1.50,  0.378708E+02,  0.324338E+02,  0.109648E+02
 2011,  203,   18,     -999,MI-21               ,  667381.69, 2087492.38,       1.50,  0.498687E+02,  0.230950E+02,  0.121496E+02
 2011,  203,   18,     -999,MI-22               ,  667378.56, 2087416.75,       1.50,  0.518158E+02,  0.232880E+02,  0.130200E+02
 2011,  203,   18,     -999,MI-23               ,  667389.06, 2087414.12,       1.50,  0.395346E+02,  0.309827E+02,  0.110956E+02
 2011,  203,   18,     -999,MI-24               ,  667361.94, 2087420.88,       1.50,  0.501381E+02,  0.227568E+02,  0.121537E+02
 2011,  203,   18,     -999,MI-25               ,  667360.62, 2087327.62,       1.50,  0.544241E+02,  0.213832E+02,  0.133659E+02
 2011,  203,   18,     -999,MI-26               ,  667371.38, 2087326.12,       1.50,  0.419790E+02,  0.288846E+02,  0.113025E+02
 2011,  203,   18,     -999,MI-27               ,  667343.62, 2087329.88,       1.50,  0.501638E+02,  0.225492E+02,  0.121269E+02
 2011,  203,   18,     -999,MI-28               ,  667353.62, 2087266.75,       1.50,  0.558046E+02,  0.205185E+02,  0.136151E+02
 2011,  203,   18,     -999,MI-29               ,  667364.44, 2087266.00,       1.50,  0.430498E+02,  0.280076E+02,  0.114236E+02
 2011,  203,   18,     -999,MI-30               ,  667336.56, 2087268.00,       1.50,  0.497858E+02,  0.227964E+02,  0.121049E+02
 2011,  203,   18,     -999,MI-31               ,  667350.62, 2087228.25,       1.50,  0.560811E+02,  0.202617E+02,  0.136516E+02
 2011,  203,   18,     -999,MI-32               ,  667361.44, 2087227.25,       1.50,  0.436669E+02,  0.274779E+02,  0.114909E+02
 2011,  203,   18,     -999,MI-33               ,  667333.56, 2087229.75,       1.50,  0.496868E+02,  0.228841E+02,  0.121244E+02
 2011,  203,   18,     -999,MI-34               ,  667349.62, 2087194.62,       1.50,  0.572998E+02,  0.195910E+02,  0.139031E+02
 2011,  203,   18,     -999,MI-35               ,  667360.50, 2087194.88,       1.50,  0.444393E+02,  0.268858E+02,  0.115946E+02
 2011,  203,   18,     -999,MI-36               ,  667332.50, 2087194.12,       1.50,  0.489721E+02,  0.233515E+02,  0.120467E+02
 2011,  203,   18,     -999,MI-37               ,  667350.12, 2087161.00,       1.50,  0.571113E+02,  0.196508E+02,  0.138803E+02
 2011,  203,   18,     -999,MI-38               ,  667361.00, 2087161.00,       1.50,  0.445111E+02,  0.268009E+02,  0.116197E+02
 2011,  203,   18,     -999,MI-39               ,  667333.00, 2087161.00,       1.50,  0.490471E+02,  0.233180E+02,  0.120931E+02
 2011,  203,   18,     -999,MI-40               ,  667350.62, 2087131.12,       1.50,  0.575096E+02,  0.194154E+02,  0.139798E+02
 2011,  203,   18,     -999,MI-41               ,  667361.50, 2087131.50,       1.50,  0.448613E+02,  0.265139E+02,  0.116796E+02
 2011,  203,   18,     -999,MI-42               ,  667333.50, 2087130.50,       1.50,  0.488013E+02,  0.234759E+02,  0.120892E+02
 2011,  203,   18,     -999,MI-43               ,  667351.12, 2087100.50,       1.50,  0.575566E+02,  0.192757E+02,  0.139841E+02
 2011,  203,   18,     -999,MI-44               ,  667362.00, 2087100.50,       1.50,  0.453406E+02,  0.260622E+02,  0.117354E+02
 2011,  203,   18,     -999,MI-45               ,  667334.00, 2087100.50,       1.50,  0.489462E+02,  0.233356E+02,  0.121315E+02
 2011,  203,   18,     -999,MI-46               ,  667352.12, 2087049.12,       1.50,  0.581971E+02,  0.187977E+02,  0.141460E+02
 2011,  203,   18,     -999,MI-47               ,  667363.00, 2087049.38,       1.50,  0.463371E+02,  0.252529E+02,  0.119090E+02
 2011,  203,   18,     -999,MI-48               ,  667335.00, 2087048.62,       1.50,  0.486848E+02,  0.235049E+02,  0.121856E+02
 2011,  203,   18,     -999,MI-49               ,  667355.12, 2086952.62,       1.50,  0.604316E+02,  0.171960E+02,  0.147208E+02
 2011,  203,   18,     -999,MI-50               ,  667366.00, 2086953.00,       1.50,  0.489331E+02,  0.233833E+02,  0.124964E+02
 2011,  203,   18,     -999,MI-51               ,  667338.00, 2086952.00,       1.50,  0.501634E+02,  0.223195E+02,  0.126364E+02
 2011,  203,   18,     -999,MI-127              ,  664529.50, 2094407.75,       1.50,  0.555346E+02,  0.207928E+02,  0.144408E+02
 2011,  203,   18,     -999,MI-128              ,  664537.81, 2094400.75,       1.50,  0.445286E+02,  0.269190E+02,  0.114262E+02
 2011,  203,   18,     -999,MI-129              ,  664516.31, 2094418.75,       1.50,  0.618688E+02,  0.157376E+02,  0.152780E+02
 2011,  203,   18,     -999,MI-130              ,  670212.94, 2090648.75,       1.50,  0.389797E+02,  0.331138E+02,  0.114802E+02
 2011,  203,   18,     -999,MI-131              ,  670202.38, 2090646.25,       1.50,  0.317732E+02,  0.379588E+02,  0.104662E+02
 2011,  203,   18,     -999,MI-132              ,  670229.62, 2090652.75,       1.50,  0.438030E+02,  0.290146E+02,  0.118469E+02
 2011,  203,   18,     -999,MI-133              ,  670214.94, 2090724.62,       1.50,  0.421565E+02,  0.314687E+02,  0.121006E+02
 2011,  203,   18,     -999,MI-134              ,  670204.25, 2090726.75,       1.50,  0.307185E+02,  0.389431E+02,  0.104184E+02
 2011,  203,   18,     -999,MI-135              ,  670231.75, 2090721.25,       1.50,  0.422160E+02,  0.300154E+02,  0.115719E+02
 2011,  203,   18,     -999,MI-136              ,  670208.25, 2090850.75,       1.50,  0.347451E+02,  0.369771E+02,  0.112599E+02
 2011,  203,   18,     -999,MI-137              ,  670197.62, 2090848.75,       1.50,  0.270904E+02,  0.420938E+02,  0.101776E+02
 2011,  203,   18,     -999,MI-138              ,  670225.12, 2090854.00,       1.50,  0.415995E+02,  0.311096E+02,  0.117376E+02
 2011,  203,   18,     -999,MI-139              ,  670168.88, 2091058.88,       1.50,  0.338091E+02,  0.379068E+02,  0.112068E+02
 2011,  203,   18,     -999,MI-140              ,  670158.25, 2091056.88,       1.50,  0.261061E+02,  0.430837E+02,  0.101275E+02
 2011,  203,   18,     -999,MI-141              ,  670185.75, 2091062.12,       1.50,  0.406042E+02,  0.320545E+02,  0.116649E+02
 2011,  203,   18,     -999,MI-208              ,  666405.19, 2090361.62,       1.50,  0.689893E+02,  0.149853E+02,  0.166207E+02
 2011,  203,   18,     -999,MI-209              ,  666411.12, 2090370.75,       1.50,  0.613960E+02,  0.152022E+02,  0.136965E+02
 2011,  203,   18,     -999,MI-210              ,  666395.88, 2090347.25,       1.50,  0.426846E+02,  0.280227E+02,  0.111776E+02
 2011,  203,   18,     -999,MI-211              ,  666489.25, 2090304.12,       1.50,  0.697099E+02,  0.142114E+02,  0.166211E+02
 2011,  203,   18,     -999,MI-212              ,  666496.12, 2090312.50,       1.50,  0.614311E+02,  0.149521E+02,  0.136252E+02
 2011,  203,   18,     -999,MI-213              ,  666478.38, 2090291.00,       1.50,  0.422411E+02,  0.285826E+02,  0.112298E+02
 2011,  203,   18,     -999,MI-214              ,  666652.75, 2090169.62,       1.50,  0.671646E+02,  0.163879E+02,  0.164627E+02
 2011,  203,   18,     -999,MI-215              ,  666659.62, 2090178.00,       1.50,  0.586864E+02,  0.173965E+02,  0.134907E+02
 2011,  203,   18,     -999,MI-216              ,  666641.88, 2090156.50,       1.50,  0.418337E+02,  0.287889E+02,  0.111610E+02
 2011,  203,   18,     -999,MI-217              ,  666743.06, 2090143.12,       1.50,  0.607124E+02,  0.205143E+02,  0.154875E+02
 2011,  203,   18,     -999,MI-218              ,  666744.94, 2090153.75,       1.50,  0.596383E+02,  0.171875E+02,  0.137926E+02
 2011,  203,   18,     -999,MI-219              ,  666740.06, 2090126.25,       1.50,  0.426815E+02,  0.280075E+02,  0.112043E+02
 2011,  203,   18,     -999,MI-220              ,  666851.69, 2090108.62,       1.50,  0.719334E+02,  0.127632E+02,  0.169737E+02
 2011,  203,   18,     -999,MI-221              ,  666857.50, 2090117.75,       1.50,  0.642618E+02,  0.129635E+02,  0.140116E+02
 2011,  203,   18,     -999,MI-222              ,  666842.50, 2090094.25,       1.50,  0.462686E+02,  0.248720E+02,  0.114318E+02
 2011,  203,   18,     -999,MI-223              ,  666946.81, 2090013.00,       1.50,  0.725152E+02,  0.114289E+02,  0.166885E+02
 2011,  203,   18,     -999,MI-224              ,  666955.12, 2090020.00,       1.50,  0.644856E+02,  0.121281E+02,  0.137744E+02
 2011,  203,   18,     -999,MI-225              ,  666933.62, 2090002.00,       1.50,  0.490935E+02,  0.228175E+02,  0.117525E+02
 2011,  203,   18,     -999,MI-226              ,  667082.06, 2089850.00,       1.50,  0.733035E+02,  0.108176E+02,  0.167822E+02
 2011,  203,   18,     -999,MI-227              ,  667090.38, 2089857.00,       1.50,  0.642408E+02,  0.122321E+02,  0.137312E+02
 2011,  203,   18,     -999,MI-228              ,  667068.88, 2089839.00,       1.50,  0.488627E+02,  0.228052E+02,  0.116836E+02
 2011,  203,   18,     -999,MI-229              ,  667180.19, 2089712.75,       1.50,  0.738622E+02,  0.956802E+01,  0.165379E+02
 2011,  203,   18,     -999,MI-230              ,  667189.56, 2089718.12,       1.50,  0.660139E+02,  0.103302E+02,  0.137139E+02
 2011,  203,   18,     -999,MI-231              ,  667165.31, 2089704.12,       1.50,  0.548966E+02,  0.178958E+02,  0.122104E+02
 2011,  203,   18,     -999,MI-232              ,  667286.31, 2089529.50,       1.50,  0.767560E+02,  0.759165E+01,  0.169494E+02
 2011,  203,   18,     -999,MI-233              ,  667295.69, 2089534.88,       1.50,  0.677047E+02,  0.907044E+01,  0.139286E+02
 2011,  203,   18,     -999,MI-234              ,  667271.44, 2089520.88,       1.50,  0.578879E+02,  0.152866E+02,  0.124243E+02
 2011,  203,   18,     -999,MI-235              ,  667334.56, 2089438.75,       1.50,  0.760131E+02,  0.753670E+01,  0.166531E+02
 2011,  203,   18,     -999,MI-236              ,  667344.56, 2089443.00,       1.50,  0.680761E+02,  0.833290E+01,  0.138091E+02
 2011,  203,   18,     -999,MI-237              ,  667318.81, 2089432.00,       1.50,  0.612015E+02,  0.127467E+02,  0.127826E+02
 2011,  203,   18,     -999,MI-238              ,  667417.19, 2089243.75,       1.50,  0.769358E+02,  0.725004E+01,  0.169656E+02
 2011,  203,   18,     -999,MI-239              ,  667427.19, 2089248.00,       1.50,  0.674579E+02,  0.906253E+01,  0.139029E+02
 2011,  203,   18,     -999,MI-240              ,  667401.44, 2089237.00,       1.50,  0.598557E+02,  0.139945E+02,  0.127852E+02
 2011,  203,   18,     -999,MI-241              ,  667432.62, 2089210.12,       1.50,  0.765009E+02,  0.768464E+01,  0.169729E+02
 2011,  203,   18,     -999,MI-242              ,  667441.88, 2089215.75,       1.50,  0.677362E+02,  0.903901E+01,  0.140174E+02
 2011,  203,   18,     -999,MI-243              ,  667418.00, 2089201.25,       1.50,  0.580149E+02,  0.151966E+02,  0.125303E+02
 2011,  203,   18,     -999,MI-244              ,  667542.75, 2089029.12,       1.50,  0.762813E+02,  0.850979E+01,  0.173007E+02
 2011,  203,   18,     -999,MI-245              ,  667552.00, 2089034.75,       1.50,  0.676466E+02,  0.952745E+01,  0.142672E+02
 2011,  203,   18,     -999,MI-246              ,  667528.12, 2089020.25,       1.50,  0.536876E+02,  0.181962E+02,  0.120555E+02
 2011,  203,   18,     -999,MI-247              ,  667577.06, 2088996.88,       1.50,  0.760481E+02,  0.890813E+01,  0.173842E+02
 2011,  203,   18,     -999,MI-248              ,  667584.12, 2089005.12,       1.50,  0.677547E+02,  0.955358E+01,  0.143471E+02
 2011,  203,   18,     -999,MI-249              ,  667565.88, 2088983.88,       1.50,  0.535829E+02,  0.178637E+02,  0.119142E+02
 2011,  203,   18,     -999,MI-250              ,  667699.69, 2088925.00,       1.50,  0.776551E+02,  0.725276E+01,  0.175815E+02
 2011,  203,   18,     -999,MI-251              ,  667704.56, 2088934.62,       1.50,  0.721441E+02,  0.701467E+01,  0.152949E+02
 2011,  203,   18,     -999,MI-252              ,  667692.06, 2088909.62,       1.50,  0.612626E+02,  0.118706E+02,  0.128785E+02
 2011,  203,   18,     -999,MI-253              ,  667889.38, 2088830.88,       1.50,  0.549008E+02,  0.259417E+02,  0.151389E+02
 2011,  203,   18,     -999,MI-254              ,  667894.25, 2088840.50,       1.50,  0.508974E+02,  0.240456E+02,  0.128282E+02
 2011,  203,   18,     -999,MI-255              ,  667881.75, 2088815.50,       1.50,  0.282506E+02,  0.409083E+02,  0.102949E+02
 2011,  203,   18,     -999,MI-256              ,  668079.06, 2088736.75,       1.50,  0.532892E+02,  0.271656E+02,  0.149020E+02
 2011,  203,   18,     -999,MI-257              ,  668083.94, 2088746.38,       1.50,  0.496267E+02,  0.251554E+02,  0.126841E+02
 2011,  203,   18,     -999,MI-258              ,  668071.44, 2088721.38,       1.50,  0.270859E+02,  0.419767E+02,  0.101754E+02
 2011,  203,   18,     -999,MI-259              ,  668248.56, 2088676.62,       1.50,  0.476732E+02,  0.313436E+02,  0.142496E+02
 2011,  203,   18,     -999,MI-260              ,  668250.56, 2088687.25,       1.50,  0.472251E+02,  0.273731E+02,  0.125579E+02
 2011,  203,   18,     -999,MI-261              ,  668245.44, 2088659.75,       1.50,  0.268144E+02,  0.422204E+02,  0.101378E+02
 2011,  203,   18,     -999,MI-262              ,  668420.38, 2088651.62,       1.50,  0.453654E+02,  0.326512E+02,  0.138226E+02
 2011,  203,   18,     -999,MI-263              ,  668421.56, 2088662.38,       1.50,  0.468705E+02,  0.276986E+02,  0.125299E+02
 2011,  203,   18,     -999,MI-264              ,  668418.44, 2088634.62,       1.50,  0.266669E+02,  0.423508E+02,  0.101175E+02
 2011,  203,   18,     -999,MI-265              ,  668546.38, 2088636.12,       1.50,  0.448052E+02,  0.330974E+02,  0.137684E+02
 2011,  203,   18,     -999,MI-266              ,  668548.06, 2088646.88,       1.50,  0.468574E+02,  0.276734E+02,  0.125128E+02
 2011,  203,   18,     -999,MI-267              ,  668543.69, 2088619.12,       1.50,  0.267239E+02,  0.422950E+02,  0.101163E+02
 2011,  203,   18,     -999,MI-268              ,  668755.62, 2088603.12,       1.50,  0.444150E+02,  0.331866E+02,  0.136535E+02
 2011,  203,   18,     -999,MI-269              ,  668757.31, 2088613.88,       1.50,  0.471597E+02,  0.274202E+02,  0.125409E+02
 2011,  203,   18,     -999,MI-270              ,  668752.94, 2088586.12,       1.50,  0.272512E+02,  0.418039E+02,  0.101436E+02
 2011,  203,   18,     -999,MI-271              ,  668859.31, 2088579.50,       1.50,  0.467617E+02,  0.316213E+02,  0.139933E+02
 2011,  203,   18,     -999,MI-272              ,  668862.00, 2088590.00,       1.50,  0.473510E+02,  0.271926E+02,  0.125372E+02
 2011,  203,   18,     -999,MI-273              ,  668855.00, 2088563.00,       1.50,  0.278202E+02,  0.412759E+02,  0.101758E+02
 2011,  203,   18,     -999,MI-274              ,  669064.31, 2088526.50,       1.50,  0.481471E+02,  0.300023E+02,  0.140097E+02
 2011,  203,   18,     -999,MI-275              ,  669067.00, 2088537.00,       1.50,  0.490589E+02,  0.256388E+02,  0.127044E+02
 2011,  203,   18,     -999,MI-276              ,  669060.00, 2088510.00,       1.50,  0.309133E+02,  0.383639E+02,  0.103789E+02
 2011,  203,   18,     -999,MI-277              ,  669195.81, 2088481.38,       1.50,  0.680257E+02,  0.136561E+02,  0.160095E+02
 2011,  203,   18,     -999,MI-278              ,  669200.19, 2088491.25,       1.50,  0.685549E+02,  0.116646E+02,  0.154301E+02
 2011,  203,   18,     -999,MI-279              ,  669188.81, 2088465.75,       1.50,  0.525048E+02,  0.193897E+02,  0.120699E+02
 2011,  203,   18,     -999,MI-280              ,  662575.19, 2091637.88,       1.50,  0.784994E+02,  0.656996E+01,  0.201443E+02
 2011,  203,   18,     -999,MI-281              ,  662565.38, 2091642.50,       1.50,  0.742305E+02,  0.619481E+01,  0.172656E+02
 2011,  203,   18,     -999,MI-282              ,  662590.62, 2091630.50,       1.50,  0.616182E+02,  0.124777E+02,  0.136543E+02
 2011,  203,   18,     -999,MI-283              ,  662598.94, 2091700.75,       1.50,  0.742985E+02,  0.896505E+01,  0.192990E+02
 2011,  203,   18,     -999,MI-284              ,  662588.44, 2091703.38,       1.50,  0.684001E+02,  0.931792E+01,  0.159560E+02
 2011,  203,   18,     -999,MI-285              ,  662615.56, 2091696.62,       1.50,  0.579144E+02,  0.153188E+02,  0.132270E+02
 2011,  203,   18,     -999,MI-286              ,  662603.38, 2091763.25,       1.50,  0.743168E+02,  0.900592E+01,  0.193849E+02
 2011,  203,   18,     -999,MI-287              ,  662592.56, 2091762.50,       1.50,  0.669653E+02,  0.101541E+02,  0.156364E+02
 2011,  203,   18,     -999,MI-288              ,  662620.44, 2091764.50,       1.50,  0.588073E+02,  0.150603E+02,  0.136630E+02
 2011,  203,   18,     -999,MI-289              ,  662581.50, 2091865.12,       1.50,  0.762611E+02,  0.766797E+01,  0.197507E+02
 2011,  203,   18,     -999,MI-290              ,  662571.06, 2091862.12,       1.50,  0.678147E+02,  0.930449E+01,  0.156332E+02
 2011,  203,   18,     -999,MI-291              ,  662597.94, 2091869.88,       1.50,  0.625730E+02,  0.124130E+02,  0.143589E+02
 2011,  203,   18,     -999,MI-292              ,  662571.12, 2091954.75,       1.50,  0.758051E+02,  0.818740E+01,  0.197732E+02
 2011,  203,   18,     -999,MI-293              ,  662561.19, 2091959.12,       1.50,  0.694919E+02,  0.883175E+01,  0.163776E+02
 2011,  203,   18,     -999,MI-294              ,  662586.81, 2091947.88,       1.50,  0.597078E+02,  0.139926E+02,  0.135620E+02
 2011,  203,   18,     -999,MI-295              ,  662604.56, 2091984.00,       1.50,  0.704640E+02,  0.123662E+02,  0.190864E+02
 2011,  203,   18,     -999,MI-296              ,  662601.31, 2091994.38,       1.50,  0.677437E+02,  0.108676E+02,  0.165945E+02
 2011,  203,   18,     -999,MI-297              ,  662609.69, 2091967.62,       1.50,  0.542925E+02,  0.179412E+02,  0.126586E+02
 2011,  203,   18,     -999,MI-298              ,  662650.81, 2092006.12,       1.50,  0.697914E+02,  0.129105E+02,  0.190252E+02
 2011,  203,   18,     -999,MI-299              ,  662645.00, 2092015.38,       1.50,  0.661254E+02,  0.118448E+02,  0.161887E+02
 2011,  203,   18,     -999,MI-300              ,  662660.00, 2091991.62,       1.50,  0.525414E+02,  0.192678E+02,  0.123844E+02
 2011,  203,   18,     -999,MI-301              ,  662750.50, 2092022.12,       1.50,  0.773277E+02,  0.855907E+01,  0.208256E+02
 2011,  203,   18,     -999,MI-302              ,  662750.50, 2092033.00,       1.50,  0.728891E+02,  0.756684E+01,  0.175722E+02
 2011,  203,   18,     -999,MI-303              ,  662750.50, 2092005.00,       1.50,  0.604980E+02,  0.127408E+02,  0.132581E+02
 2011,  203,   18,     -999,MI-304              ,  668381.31, 2082489.25,       1.50,  0.463459E+02,  0.264981E+02,  0.120041E+02
 2011,  203,   18,     -999,MI-305              ,  668335.69, 2082483.75,       1.50,  0.339629E+02,  0.377847E+02,  0.117644E+02
 2011,  203,   18,     -999,MI-306              ,  668459.75, 2082498.62,       1.50,  0.286494E+02,  0.403863E+02,  0.102726E+02
 2011,  203,   18,     -999,MI-307              ,  668382.38, 2082465.00,       1.50,  0.479561E+02,  0.253770E+02,  0.122119E+02
 2011,  203,   18,     -999,MI-308              ,  668336.62, 2082468.00,       1.50,  0.298889E+02,  0.403303E+02,  0.107674E+02
 2011,  203,   18,     -999,MI-309              ,  668461.25, 2082459.75,       1.50,  0.283237E+02,  0.406850E+02,  0.102584E+02
 2011,  203,   18,     -999,MI-310              ,  668378.38, 2082407.88,       1.50,  0.492339E+02,  0.242208E+02,  0.122788E+02
 2011,  203,   18,     -999,MI-311              ,  668332.62, 2082411.12,       1.50,  0.309737E+02,  0.393986E+02,  0.108445E+02
 2011,  203,   18,     -999,MI-312              ,  668457.25, 2082402.25,       1.50,  0.285522E+02,  0.404742E+02,  0.102694E+02
 2011,  203,   18,     -999,MI-313              ,  668253.75, 2082416.75,       1.50,  0.192570E+02,  0.490905E+02,  0.991945E+01
 2011,  203,   18,     -999,MI-314              ,  668372.25, 2082329.50,       1.50,  0.512592E+02,  0.225935E+02,  0.124639E+02
 2011,  203,   18,     -999,MI-315              ,  668326.75, 2082335.50,       1.50,  0.332199E+02,  0.373860E+02,  0.109706E+02
 2011,  203,   18,     -999,MI-316              ,  668450.62, 2082319.25,       1.50,  0.284271E+02,  0.405879E+02,  0.102672E+02
 2011,  203,   18,     -999,MI-317              ,  668248.38, 2082345.75,       1.50,  0.202347E+02,  0.481831E+02,  0.996545E+01
 2011,  203,   18,     -999,MI-318              ,  668366.81, 2082281.12,       1.50,  0.523363E+02,  0.216817E+02,  0.125468E+02
 2011,  203,   18,     -999,MI-319              ,  668321.19, 2082285.88,       1.50,  0.347447E+02,  0.360436E+02,  0.110672E+02
 2011,  203,   18,     -999,MI-320              ,  668445.44, 2082272.62,       1.50,  0.278565E+02,  0.411203E+02,  0.102475E+02
 2011,  203,   18,     -999,MI-321              ,  668242.56, 2082294.38,       1.50,  0.212294E+02,  0.472639E+02,  0.100142E+02
 2011,  203,   18,     -999,MI-322              ,  668360.75, 2082227.12,       1.50,  0.541320E+02,  0.202622E+02,  0.127219E+02
 2011,  203,   18,     -999,MI-323              ,  668315.25, 2082232.88,       1.50,  0.373787E+02,  0.336518E+02,  0.112044E+02
 2011,  203,   18,     -999,MI-324              ,  668439.19, 2082217.38,       1.50,  0.258849E+02,  0.429422E+02,  0.101655E+02
 2011,  203,   18,     -999,MI-325              ,  668236.81, 2082242.62,       1.50,  0.227431E+02,  0.458614E+02,  0.100869E+02
 2011,  203,   18,     -999,MI-326              ,  668355.81, 2082188.50,       1.50,  0.550902E+02,  0.195800E+02,  0.128455E+02
 2011,  203,   18,     -999,MI-327              ,  668310.19, 2082193.50,       1.50,  0.404804E+02,  0.308227E+02,  0.113594E+02
 2011,  203,   18,     -999,MI-328              ,  668434.38, 2082179.75,       1.50,  0.236377E+02,  0.450229E+02,  0.100717E+02
 2011,  203,   18,     -999,MI-329              ,  668231.62, 2082202.25,       1.50,  0.244303E+02,  0.442984E+02,  0.101674E+02
 2011,  203,   18,     -999,MI-330              ,  668352.00, 2082152.00,       1.50,  0.536494E+02,  0.206170E+02,  0.126742E+02
 2011,  203,   18,     -999,MI-331              ,  668307.00, 2082161.00,       1.50,  0.464026E+02,  0.260678E+02,  0.118959E+02
 2011,  203,   18,     -999,MI-332              ,  668429.50, 2082136.50,       1.50,  0.209657E+02,  0.474992E+02,  0.996073E+01
 2011,  203,   18,     -999,MI-333              ,  668229.50, 2082176.50,       1.50,  0.259162E+02,  0.429222E+02,  0.102367E+02
 2011,  203,   18,     -999,MI-334              ,  668343.00, 2082117.00,       1.50,  0.517512E+02,  0.222102E+02,  0.125351E+02
 2011,  203,   18,     -999,MI-335              ,  668299.00, 2082130.00,       1.50,  0.495585E+02,  0.233987E+02,  0.121335E+02
 2011,  203,   18,     -999,MI-336              ,  668418.81, 2082094.50,       1.50,  0.197876E+02,  0.485964E+02,  0.991432E+01
 2011,  203,   18,     -999,MI-337              ,  668223.19, 2082152.50,       1.50,  0.273740E+02,  0.415733E+02,  0.103066E+02
 2011,  203,   18,     -999,MI-338              ,  668325.88, 2082068.62,       1.50,  0.453965E+02,  0.274762E+02,  0.120349E+02
 2011,  203,   18,     -999,MI-339              ,  668283.12, 2082085.38,       1.50,  0.549139E+02,  0.194599E+02,  0.127620E+02
 2011,  203,   18,     -999,MI-340              ,  668399.56, 2082040.00,       1.50,  0.200030E+02,  0.484129E+02,  0.993225E+01
 2011,  203,   18,     -999,MI-341              ,  668209.44, 2082114.00,       1.50,  0.301144E+02,  0.390429E+02,  0.104402E+02
 2011,  203,   18,     -999,MI-342              ,  668307.94, 2082032.62,       1.50,  0.395180E+02,  0.325003E+02,  0.116285E+02
 2011,  203,   18,     -999,MI-343              ,  668268.06, 2082055.38,       1.50,  0.570533E+02,  0.179621E+02,  0.130474E+02
 2011,  203,   18,     -999,MI-344              ,  668376.56, 2081993.38,       1.50,  0.203529E+02,  0.481358E+02,  0.994734E+01
 2011,  203,   18,     -999,MI-345              ,  668193.31, 2082085.12,       1.50,  0.322096E+02,  0.371185E+02,  0.105498E+02
 2011,  203,   18,     -999,MI-346              ,  668276.81, 2081987.50,       1.50,  0.320225E+02,  0.388568E+02,  0.110756E+02
 2011,  203,   18,     -999,MI-347              ,  668242.19, 2082017.50,       1.50,  0.586937E+02,  0.171585E+02,  0.134035E+02
 2011,  203,   18,     -999,MI-348              ,  668336.56, 2081935.75,       1.50,  0.211479E+02,  0.474033E+02,  0.100025E+02
 2011,  203,   18,     -999,MI-349              ,  668238.56, 2081950.62,       1.50,  0.309998E+02,  0.396571E+02,  0.110050E+02
 2011,  203,   18,     -999,MI-350              ,  668207.44, 2081984.38,       1.50,  0.578798E+02,  0.176964E+02,  0.132952E+02
 2011,  203,   18,     -999,MI-351              ,  668292.12, 2081892.50,       1.50,  0.222264E+02,  0.464093E+02,  0.100779E+02
